Employee ID,Basic Salary,House Rent Allowance,Travel Allowance,Provident Fund,Income Tax,Insurance,Professional Tax,ESIC
EMP1392,577944,115588,11558,69353,0.1,17338,200,23117
EMP1393,931298,186259,18625,111755,0.05,27938,200,37251
EMP1394,838884,167776,16777,100666,0.05,25166,200,33555
EMP1395,777099,155419,15541,93251,0.05,23312,200,31083
EMP1396,469604,93920,9392,56352,0.1,14088,200,18784
EMP1397,733533,146706,14670,88023,0.05,22005,200,29341
EMP1398,845704,169140,16914,101484,0.05,25371,200,33828
EMP1399,373138,74627,7462,44776,0.1,11194,200,14925
EMP1400,450152,90030,9003,54018,0.1,13504,200,18006
EMP1401,721771,144354,14435,86612,0.05,21653,200,28870
EMP1402,598874,119774,11977,71864,0.1,17966,200,23954
EMP1403,432022,86404,8640,51842,0.1,12960,200,17280
EMP1404,870676,174135,17413,104481,0.05,26120,200,34827
EMP1405,962521,192504,19250,115502,0.05,28875,200,38500
EMP1406,665434,133086,13308,79852,0.1,19963,200,26617
EMP1407,399781,79956,7995,47973,0.1,11993,200,15991
EMP1408,473083,94616,9461,56769,0.1,14192,200,18923
EMP1409,780922,156184,15618,93710,0.05,23427,200,31236
EMP1410,924361,184872,18487,110923,0.05,27730,200,36974
EMP1411,865474,173094,17309,103856,0.05,25964,200,34618
EMP1412,425651,85130,8513,51078,0.1,12769,200,17026
EMP1413,836321,167264,16726,100358,0.05,25089,200,33452
EMP1414,372655,74531,7453,44718,0.1,11179,200,14906
EMP1415,916927,183385,18338,110031,0.05,27507,200,36677
EMP1416,329073,65814,6581,39488,0.1,9872,200,13162
EMP1417,783944,156788,15678,94073,0.05,23518,200,31357
EMP1418,681497,136299,13629,81779,0.1,20444,200,27259
EMP1419,923446,184689,18468,110813,0.05,27703,200,36937
EMP1420,446665,89333,8933,53599,0.1,13399,200,17866
EMP1421,798177,159635,15963,95781,0.05,23945,200,31927
EMP1422,311159,62231,6223,37339,0.1,9334,200,12446
EMP1423,344929,68985,6898,41391,0.1,10347,200,13797
EMP1424,586324,117264,11726,70358,0.1,17589,200,23452
EMP1425,989811,197962,19796,118777,0.05,29694,200,39592
EMP1426,857976,171595,17159,102957,0.05,25739,200,34319
EMP1427,404055,80811,8081,48486,0.1,12121,200,16162
EMP1428,741129,148225,14822,88935,0.05,22233,200,29645
EMP1429,939702,187940,18794,112764,0.05,28191,200,37588
EMP1430,705810,141162,14116,84697,0.05,21174,200,28232
EMP1431,935739,187147,18714,112288,0.05,28072,200,37429
EMP1432,578141,115628,11562,69376,0.1,17344,200,23125
EMP1433,753642,150728,15072,90437,0.05,22609,200,30145
EMP1434,340617,68123,6812,40874,0.1,10218,200,13624
EMP1435,727401,145480,14548,87288,0.05,21822,200,29096
EMP1436,588727,117745,11774,70647,0.1,17661,200,23549
EMP1437,683063,136612,13661,81967,0.1,20491,200,27322
EMP1438,564064,112812,11281,67687,0.1,16921,200,22562
EMP1439,639389,127877,12787,76726,0.1,19181,200,25575
EMP1440,424430,84886,8488,50931,0.1,12732,200,16977
EMP1441,702388,140477,14047,84286,0.05,21071,200,28095
EMP1442,528952,105790,10579,63474,0.1,15868,200,21158
EMP1443,516101,103220,10322,61932,0.1,15483,200,20644
EMP1444,778427,155685,15568,93411,0.05,23352,200,31137
EMP1445,636000,127200,12720,76320,0.1,19080,200,25440
EMP1446,996463,199292,19929,119575,0.05,29893,200,39858
EMP1447,820368,164073,16407,98444,0.05,24611,200,32814
EMP1448,459085,91817,9181,55090,0.1,13772,200,18363
EMP1449,617722,123544,12354,74126,0.1,18531,200,24708
EMP1450,550295,110059,11005,66035,0.1,16508,200,22011
EMP1451,369856,73971,7397,44382,0.1,11095,200,14794
EMP1452,352783,70556,7055,42333,0.1,10583,200,14111
EMP1453,449593,89918,8991,53951,0.1,13487,200,17983
EMP1454,479241,95848,9584,57508,0.1,14377,200,19169
EMP1455,336730,67346,6734,40407,0.1,10101,200,13469
EMP1456,362782,72556,7255,43533,0.1,10883,200,14511
EMP1457,805818,161163,16116,96698,0.05,24174,200,32232
EMP1458,774749,154949,15494,92969,0.05,23242,200,30989
EMP1459,554127,110825,11082,66495,0.1,16623,200,22165
EMP1460,977428,195485,19548,117291,0.05,29322,200,39097
EMP1461,658717,131743,13174,79046,0.1,19761,200,26348
EMP1462,862793,172558,17255,103535,0.05,25883,200,34511
EMP1463,603011,120602,12060,72361,0.1,18090,200,24120
EMP1464,650848,130169,13016,78101,0.1,19525,200,26033
EMP1465,364183,72836,7283,43701,0.1,10925,200,14567
EMP1466,604505,120901,12090,72540,0.1,18135,200,24180
EMP1467,868534,173706,17370,104224,0.05,26056,200,34741
EMP1468,482392,96478,9647,57887,0.1,14471,200,19295
EMP1469,443260,88652,8865,53191,0.1,13297,200,17730
EMP1470,872860,174572,17457,104743,0.05,26185,200,34914
EMP1471,692583,138516,13851,83109,0.1,20777,200,27703
EMP1472,625409,125081,12508,75049,0.1,18762,200,25016
EMP1473,848305,169661,16966,101796,0.05,25449,200,33932
EMP1474,377373,75474,7547,45284,0.1,11321,200,15094
EMP1475,789920,157984,15798,94790,0.05,23697,200,31596
EMP1476,716185,143237,14323,85942,0.05,21485,200,28647
EMP1477,835584,167116,16711,100270,0.05,25067,200,33423
EMP1478,610133,122026,12202,73215,0.1,18303,200,24405
EMP1479,863456,172691,17269,103614,0.05,25903,200,34538
EMP1480,896865,179373,17937,107623,0.05,26905,200,35874
EMP1481,305520,61104,6110,36662,0.1,9165,200,12220
EMP1482,934829,186965,18696,112179,0.05,28044,200,37393
EMP1483,969114,193822,19382,116293,0.05,29073,200,38764
EMP1484,779802,155960,15596,93576,0.05,23394,200,31192
EMP1485,595241,119048,11904,71428,0.1,17857,200,23809
EMP1486,741656,148331,14833,88998,0.05,22249,200,29666
EMP1487,807376,161475,16147,96885,0.05,24221,200,32295
EMP1488,904470,180894,18089,108536,0.05,27134,200,36178
EMP1489,942464,188492,18849,113095,0.05,28273,200,37698
EMP1490,951251,190250,19025,114150,0.05,28537,200,38050
EMP1491,866846,173369,17336,104021,0.05,26005,200,34673
EMP1492,944028,188805,18880,113283,0.05,28320,200,37761
EMP1493,356493,71298,7129,42779,0.1,10694,200,14259
EMP1494,751458,150291,15029,90174,0.05,22543,200,30058
EMP1495,731379,146275,14627,87765,0.05,21941,200,29255
EMP1496,891852,178370,17837,107022,0.05,26755,200,35674
EMP1497,920860,184172,18417,110503,0.05,27625,200,36834
EMP1498,308930,61786,6178,37071,0.1,9267,200,12357
EMP1499,957421,191484,19148,114890,0.05,28722,200,38296
EMP1500,470626,94125,9412,56475,0.1,14118,200,18825
EMP1501,377694,75538,7553,45323,0.1,11330,200,15107
EMP1502,577094,115418,11541,69251,0.1,17312,200,23083
EMP1503,709244,141848,14184,85109,0.05,21277,200,28369
EMP1504,618928,123785,12378,74271,0.1,18567,200,24757
EMP1505,880326,176065,17606,105639,0.05,26409,200,35213
EMP1506,437664,87532,8753,52519,0.1,13129,200,17506
EMP1507,950212,190042,19004,114025,0.05,28506,200,38008
EMP1508,750301,150060,15006,90036,0.05,22509,200,30012
EMP1509,435826,87165,8716,52299,0.1,13074,200,17433
EMP1510,566216,113243,11324,67945,0.1,16986,200,22648
EMP1511,379401,75880,7588,45528,0.1,11382,200,15176
EMP1512,866645,173329,17332,103997,0.05,25999,200,34665
EMP1513,852978,170595,17059,102357,0.05,25589,200,34119
EMP1514,897674,179534,17953,107720,0.05,26930,200,35906
EMP1515,437772,87554,8755,52532,0.1,13133,200,17510
EMP1516,669081,133816,13381,80289,0.1,20072,200,26763
EMP1517,997124,199424,19942,119654,0.05,29913,200,39884
EMP1518,616392,123278,12327,73967,0.1,18491,200,24655
EMP1519,898073,179614,17961,107768,0.05,26942,200,35922
EMP1520,926158,185231,18523,111138,0.05,27784,200,37046
EMP1521,984849,196969,19696,118181,0.05,29545,200,39393
EMP1522,382132,76426,7642,45855,0.1,11463,200,15285
EMP1523,336056,67211,6721,40326,0.1,10081,200,13442
EMP1524,633487,126697,12669,76018,0.1,19004,200,25339
EMP1525,489214,97842,9784,58705,0.1,14676,200,19568
EMP1526,475813,95162,9516,57097,0.1,14274,200,19032
EMP1527,548796,109759,10975,65855,0.1,16463,200,21951
EMP1528,475417,95083,9508,57050,0.1,14262,200,19016
EMP1529,799411,159882,15988,95929,0.05,23982,200,31976
EMP1530,994161,198832,19883,119299,0.05,29824,200,39766
EMP1531,738657,147731,14773,88638,0.05,22159,200,29546
EMP1532,748787,149757,14975,89854,0.05,22463,200,29951
EMP1533,747260,149452,14945,89671,0.05,22417,200,29890
EMP1534,933541,186708,18670,112024,0.05,28006,200,37341
EMP1535,521196,104239,10423,62543,0.1,15635,200,20847
EMP1536,846912,169382,16938,101629,0.05,25407,200,33876
EMP1537,744542,148908,14890,89345,0.05,22336,200,29781
EMP1538,526913,105382,10538,63229,0.1,15807,200,21076
EMP1539,939300,187860,18786,112716,0.05,28179,200,37572
EMP1540,910086,182017,18201,109210,0.05,27302,200,36403
EMP1541,396441,79288,7928,47572,0.1,11893,200,15857
EMP1542,638571,127714,12771,76628,0.1,19157,200,25542
EMP1543,919016,183803,18380,110281,0.05,27570,200,36760
EMP1544,615835,123167,12316,73900,0.1,18475,200,24633
EMP1545,435934,87186,8718,52312,0.1,13078,200,17437
EMP1546,889980,177996,17799,106797,0.05,26699,200,35599
EMP1547,642923,128584,12858,77150,0.1,19287,200,25716
EMP1548,658628,131725,13172,79035,0.1,19758,200,26345
EMP1549,448882,89776,8977,53865,0.1,13466,200,17955
EMP1550,952155,190431,19043,114258,0.05,28564,200,38086
EMP1551,403997,80799,8079,48479,0.1,12119,200,16159
EMP1552,526862,105372,10537,63223,0.1,15805,200,21074
EMP1553,840833,168166,16816,100899,0.05,25224,200,33633
EMP1554,472450,94490,9449,56694,0.1,14173,200,18898
EMP1555,658496,131699,13169,79019,0.1,19754,200,26339
EMP1556,858357,171671,17167,103002,0.05,25750,200,34334
EMP1557,414490,82898,8289,49738,0.1,12434,200,16579
EMP1558,484986,96997,9699,58198,0.1,14549,200,19399
EMP1559,836640,167328,16732,100396,0.05,25099,200,33465
EMP1560,923652,184730,18473,110838,0.05,27709,200,36946
EMP1561,775179,155035,15503,93021,0.05,23255,200,31007
EMP1562,414002,82800,8280,49680,0.1,12420,200,16560
EMP1563,354407,70881,7088,42528,0.1,10632,200,14176
EMP1564,446956,89391,8939,53634,0.1,13408,200,17878
EMP1565,954028,190805,19080,114483,0.05,28620,200,38161
EMP1566,381844,76368,7636,45821,0.1,11455,200,15273
EMP1567,891640,178328,17832,106996,0.05,26749,200,35665
EMP1568,560524,112104,11210,67262,0.1,16815,200,22420
EMP1569,927842,185568,18556,111341,0.05,27835,200,37113
EMP1570,314463,62892,6289,37735,0.1,9433,200,12578
EMP1571,974800,194960,19496,116976,0.05,29244,200,38992
EMP1572,763402,152680,15268,91608,0.05,22902,200,30536
EMP1573,841428,168285,16828,100971,0.05,25242,200,33657
EMP1574,848779,169755,16975,101853,0.05,25463,200,33951
EMP1575,706244,141248,14124,84749,0.05,21187,200,28249
EMP1576,962555,192511,19251,115506,0.05,28876,200,38502
EMP1577,738361,147672,14767,88603,0.05,22150,200,29534
EMP1578,528000,105600,10560,63360,0.1,15840,200,21120
EMP1579,841389,168277,16827,100966,0.05,25241,200,33655
EMP1580,357772,71554,7155,42932,0.1,10733,200,14310
EMP1581,652504,130500,13050,78300,0.1,19575,200,26100
EMP1582,745312,149062,14906,89437,0.05,22359,200,29812
EMP1583,420729,84145,8414,50487,0.1,12621,200,16829
EMP1584,877238,175447,17544,105268,0.05,26317,200,35089
EMP1585,388425,77685,7768,46611,0.1,11652,200,15537
EMP1586,840546,168109,16810,100865,0.05,25216,200,33621
EMP1587,752638,150527,15052,90316,0.05,22579,200,30105
EMP1588,656211,131242,13124,78745,0.1,19686,200,26248
EMP1589,587723,117544,11754,70526,0.1,17631,200,23508
EMP1590,589549,117909,11790,70745,0.1,17686,200,23581
EMP1591,397452,79490,7949,47694,0.1,11923,200,15898
EMP1592,984195,196839,19683,118103,0.05,29525,200,39367
EMP1593,593551,118710,11871,71226,0.1,17806,200,23742
EMP1594,681296,136259,13625,81755,0.1,20438,200,27251
EMP1595,546166,109233,10923,65539,0.1,16384,200,21846
EMP1596,458059,91611,9161,54967,0.1,13741,200,18322
EMP1597,614498,122899,12289,73739,0.1,18434,200,24579
EMP1598,946441,189288,18928,113572,0.05,28393,200,37857
EMP1599,757483,151496,15149,90897,0.05,22724,200,30299
EMP1600,984454,196890,19689,118134,0.05,29533,200,39378
EMP1601,910484,182096,18209,109258,0.05,27314,200,36419
EMP1602,355663,71132,7113,42679,0.1,10669,200,14226
EMP1603,718472,143694,14369,86216,0.05,21554,200,28738
EMP1604,995791,199158,19915,119494,0.05,29873,200,39831
EMP1605,373144,74628,7462,44777,0.1,11194,200,14925
EMP1606,766300,153260,15326,91956,0.05,22989,200,30652
EMP1607,571017,114203,11420,68522,0.1,17130,200,22840
EMP1608,727965,145593,14559,87355,0.05,21838,200,29118
EMP1609,523103,104620,10462,62772,0.1,15693,200,20924
EMP1610,943323,188664,18866,113198,0.05,28299,200,37732
EMP1611,515600,103120,10312,61872,0.1,15468,200,20624
EMP1612,796072,159214,15921,95528,0.05,23882,200,31842
EMP1613,490128,98025,9802,58815,0.1,14703,200,19605
EMP1614,545715,109143,10914,65485,0.1,16371,200,21828
EMP1615,863224,172644,17264,103586,0.05,25896,200,34528
EMP1616,740913,148182,14818,88909,0.05,22227,200,29636
EMP1617,597748,119549,11954,71729,0.1,17932,200,23909
EMP1618,316262,63252,6325,37951,0.1,9487,200,12650
EMP1619,630913,126182,12618,75709,0.1,18927,200,25236
EMP1620,633453,126690,12669,76014,0.1,19003,200,25338
EMP1621,889139,177827,17782,106696,0.05,26674,200,35565
EMP1622,509951,101990,10199,61194,0.1,15298,200,20398
EMP1623,670135,134027,13402,80416,0.1,20104,200,26805
EMP1624,374378,74875,7487,44925,0.1,11231,200,14975
EMP1625,758752,151750,15175,91050,0.05,22762,200,30350
EMP1626,861506,172301,17230,103380,0.05,25845,200,34460
EMP1627,798664,159732,15973,95839,0.05,23959,200,31946
EMP1628,369698,73939,7393,44363,0.1,11090,200,14787
EMP1629,620655,124131,12413,74478,0.1,18619,200,24826
EMP1630,896850,179370,17937,107622,0.05,26905,200,35874
EMP1631,744987,148997,14899,89398,0.05,22349,200,29799
EMP1632,726664,145332,14533,87199,0.05,21799,200,29066
EMP1633,321803,64360,6436,38616,0.1,9654,200,12872
EMP1634,788482,157696,15769,94617,0.05,23654,200,31539
EMP1635,800903,160180,16018,96108,0.05,24027,200,32036
EMP1636,683663,136732,13673,82039,0.1,20509,200,27346
EMP1637,388691,77738,7773,46642,0.1,11660,200,15547
EMP1638,891614,178322,17832,106993,0.05,26748,200,35664
EMP1639,325654,65130,6513,39078,0.1,9769,200,13026
EMP1640,542347,108469,10846,65081,0.1,16270,200,21693
EMP1641,742689,148537,14853,89122,0.05,22280,200,29707
EMP1642,922001,184400,18440,110640,0.05,27660,200,36880
EMP1643,377794,75558,7555,45335,0.1,11333,200,15111
EMP1644,549163,109832,10983,65899,0.1,16474,200,21966
EMP1645,961907,192381,19238,115428,0.05,28857,200,38476
EMP1646,932151,186430,18643,111858,0.05,27964,200,37286
EMP1647,534991,106998,10699,64198,0.1,16049,200,21399
EMP1648,680255,136051,13605,81630,0.1,20407,200,27210
EMP1649,790001,158000,15800,94800,0.05,23700,200,31600
EMP1650,537209,107441,10744,64465,0.1,16116,200,21488
EMP1651,320863,64172,6417,38503,0.1,9625,200,12834
EMP1652,679487,135897,13589,81538,0.1,20384,200,27179
EMP1653,768700,153740,15374,92244,0.05,23061,200,30748
EMP1654,801434,160286,16028,96172,0.05,24043,200,32057
EMP1655,696855,139371,13937,83622,0.1,20905,200,27874
EMP1656,977564,195512,19551,117307,0.05,29326,200,39102
EMP1657,593944,118788,11878,71273,0.1,17818,200,23757
EMP1658,853189,170637,17063,102382,0.05,25595,200,34127
EMP1659,629345,125869,12586,75521,0.1,18880,200,25173
EMP1660,565276,113055,11305,67833,0.1,16958,200,22611
EMP1661,713550,142710,14271,85626,0.05,21406,200,28542
EMP1662,554680,110936,11093,66561,0.1,16640,200,22187
EMP1663,853404,170680,17068,102408,0.05,25602,200,34136
EMP1664,319906,63981,6398,38388,0.1,9597,200,12796
EMP1665,525203,105040,10504,63024,0.1,15756,200,21008
EMP1666,359367,71873,7187,43124,0.1,10781,200,14374
EMP1667,978951,195790,19579,117474,0.05,29368,200,39158
EMP1668,799936,159987,15998,95992,0.05,23998,200,31997
EMP1669,615919,123183,12318,73910,0.1,18477,200,24636
EMP1670,885671,177134,17713,106280,0.05,26570,200,35426
EMP1671,586378,117275,11727,70365,0.1,17591,200,23455
EMP1672,431310,86262,8626,51757,0.1,12939,200,17252
EMP1673,759876,151975,15197,91185,0.05,22796,200,30395
EMP1674,533791,106758,10675,64054,0.1,16013,200,21351
EMP1675,644343,128868,12886,77321,0.1,19330,200,25773
EMP1676,552722,110544,11054,66326,0.1,16581,200,22108
EMP1677,513622,102724,10272,61634,0.1,15408,200,20544
EMP1678,864861,172972,17297,103783,0.05,25945,200,34594
EMP1679,540859,108171,10817,64903,0.1,16225,200,21634
EMP1680,360835,72167,7216,43300,0.1,10825,200,14433
EMP1681,329196,65839,6583,39503,0.1,9875,200,13167
EMP1682,457648,91529,9152,54917,0.1,13729,200,18305
EMP1683,762128,152425,15242,91455,0.05,22863,200,30485
EMP1684,523368,104673,10467,62804,0.1,15701,200,20934
EMP1685,618442,123688,12368,74213,0.1,18553,200,24737
EMP1686,557545,111509,11150,66905,0.1,16726,200,22301
EMP1687,328350,65670,6567,39402,0.1,9850,200,13134
EMP1688,942059,188411,18841,113047,0.05,28261,200,37682
EMP1689,814620,162924,16292,97754,0.05,24438,200,32584
EMP1690,387696,77539,7753,46523,0.1,11630,200,15507
EMP1691,637727,127545,12754,76527,0.1,19131,200,25509
EMP1692,405808,81161,8116,48696,0.1,12174,200,16232
EMP1693,918170,183634,18363,110180,0.05,27545,200,36726
EMP1694,555121,111024,11102,66614,0.1,16653,200,22204
EMP1695,556184,111236,11123,66742,0.1,16685,200,22247
EMP1696,545374,109074,10907,65444,0.1,16361,200,21814
EMP1697,452277,90455,9045,54273,0.1,13568,200,18091
EMP1698,718141,143628,14362,86176,0.05,21544,200,28725
EMP1699,445319,89063,8906,53438,0.1,13359,200,17812
EMP1700,390246,78049,7804,46829,0.1,11707,200,15609
EMP1701,380662,76132,7613,45679,0.1,11419,200,15226
EMP1702,469618,93923,9392,56354,0.1,14088,200,18784
EMP1703,373954,74790,7479,44874,0.1,11218,200,14958
EMP1704,374338,74867,7486,44920,0.1,11230,200,14973
EMP1705,850002,170000,17000,102000,0.05,25500,200,34000
EMP1706,493329,98665,9866,59199,0.1,14799,200,19733
EMP1707,657245,131449,13144,78869,0.1,19717,200,26289
EMP1708,558111,111622,11162,66973,0.1,16743,200,22324
EMP1709,737932,147586,14758,88551,0.05,22137,200,29517
EMP1710,807155,161431,16143,96858,0.05,24214,200,32286
EMP1711,572055,114411,11441,68646,0.1,17161,200,22882
EMP1712,870534,174106,17410,104464,0.05,26116,200,34821
EMP1713,694197,138839,13883,83303,0.1,20825,200,27767
EMP1714,429728,85945,8594,51567,0.1,12891,200,17189
EMP1715,354009,70801,7080,42481,0.1,10620,200,14160
EMP1716,660509,132101,13210,79261,0.1,19815,200,26420
EMP1717,807754,161550,16155,96930,0.05,24232,200,32310
EMP1718,505123,101024,10102,60614,0.1,15153,200,20204
EMP1719,399965,79993,7999,47995,0.1,11998,200,15998
EMP1720,954490,190898,19089,114538,0.05,28634,200,38179
EMP1721,381350,76270,7627,45762,0.1,11440,200,15254
EMP1722,717430,143486,14348,86091,0.05,21522,200,28697
EMP1723,738411,147682,14768,88609,0.05,22152,200,29536
EMP1724,433051,86610,8661,51966,0.1,12991,200,17322
EMP1725,554336,110867,11086,66520,0.1,16630,200,22173
EMP1726,962532,192506,19250,115503,0.05,28875,200,38501
EMP1727,615943,123188,12318,73913,0.1,18478,200,24637
EMP1728,582721,116544,11654,69926,0.1,17481,200,23308
EMP1729,324859,64971,6497,38983,0.1,9745,200,12994
EMP1730,382435,76487,7648,45892,0.1,11473,200,15297
EMP1731,547907,109581,10958,65748,0.1,16437,200,21916
EMP1732,993833,198766,19876,119259,0.05,29814,200,39753
EMP1733,602059,120411,12041,72247,0.1,18061,200,24082
EMP1734,447537,89507,8950,53704,0.1,13426,200,17901
EMP1735,504608,100921,10092,60552,0.1,15138,200,20184
EMP1736,370330,74066,7406,44439,0.1,11109,200,14813
EMP1737,869210,173842,17384,104305,0.05,26076,200,34768
EMP1738,536423,107284,10728,64370,0.1,16092,200,21456
EMP1739,496082,99216,9921,59529,0.1,14882,200,19843
EMP1740,989325,197865,19786,118719,0.05,29679,200,39573
EMP1741,451391,90278,9027,54166,0.1,13541,200,18055
EMP1742,658843,131768,13176,79061,0.1,19765,200,26353
EMP1743,522016,104403,10440,62641,0.1,15660,200,20880
EMP1744,777978,155595,15559,93357,0.05,23339,200,31119
EMP1745,996299,199259,19925,119555,0.05,29888,200,39851
EMP1746,903931,180786,18078,108471,0.05,27117,200,36157
EMP1747,464863,92972,9297,55783,0.1,13945,200,18594
EMP1748,866045,173209,17320,103925,0.05,25981,200,34641
EMP1749,773416,154683,15468,92809,0.05,23202,200,30936
EMP1750,426448,85289,8528,51173,0.1,12793,200,17057
EMP1751,635318,127063,12706,76238,0.1,19059,200,25412
EMP1752,803435,160687,16068,96412,0.05,24103,200,32137
EMP1753,609542,121908,12190,73145,0.1,18286,200,24381
EMP1754,946136,189227,18922,113536,0.05,28384,200,37845
EMP1755,972436,194487,19448,116692,0.05,29173,200,38897
EMP1756,639976,127995,12799,76797,0.1,19199,200,25599
EMP1757,793586,158717,15871,95230,0.05,23807,200,31743
EMP1758,417164,83432,8343,50059,0.1,12514,200,16686
EMP1759,681888,136377,13637,81826,0.1,20456,200,27275
EMP1760,804554,160910,16091,96546,0.05,24136,200,32182
EMP1761,402733,80546,8054,48327,0.1,12081,200,16109
EMP1762,463109,92621,9262,55573,0.1,13893,200,18524
EMP1763,401421,80284,8028,48170,0.1,12042,200,16056
EMP1764,539793,107958,10795,64775,0.1,16193,200,21591
EMP1765,623782,124756,12475,74853,0.1,18713,200,24951
EMP1766,669576,133915,13391,80349,0.1,20087,200,26783
EMP1767,811161,162232,16223,97339,0.05,24334,200,32446
EMP1768,618044,123608,12360,74165,0.1,18541,200,24721
EMP1769,435142,87028,8702,52217,0.1,13054,200,17405
EMP1770,410303,82060,8206,49236,0.1,12309,200,16412
EMP1771,408443,81688,8168,49013,0.1,12253,200,16337
EMP1772,365160,73032,7303,43819,0.1,10954,200,14606
EMP1773,427220,85444,8544,51266,0.1,12816,200,17088
EMP1774,797336,159467,15946,95680,0.05,23920,200,31893
EMP1775,467819,93563,9356,56138,0.1,14034,200,18712
EMP1776,548242,109648,10964,65789,0.1,16447,200,21929
EMP1777,417092,83418,8341,50051,0.1,12512,200,16683
EMP1778,839551,167910,16791,100746,0.05,25186,200,33582
EMP1779,722074,144414,14441,86648,0.05,21662,200,28882
EMP1780,583125,116625,11662,69975,0.1,17493,200,23325
EMP1781,683904,136780,13678,82068,0.1,20517,200,27356
EMP1782,307041,61408,6140,36844,0.1,9211,200,12281
EMP1783,841014,168202,16820,100921,0.05,25230,200,33640
EMP1784,826340,165268,16526,99160,0.05,24790,200,33053
EMP1785,582120,116424,11642,69854,0.1,17463,200,23284
EMP1786,789481,157896,15789,94737,0.05,23684,200,31579
EMP1787,784488,156897,15689,94138,0.05,23534,200,31379
EMP1788,944656,188931,18893,113358,0.05,28339,200,37786
EMP1789,779356,155871,15587,93522,0.05,23380,200,31174
EMP1790,614287,122857,12285,73714,0.1,18428,200,24571
EMP1791,444550,88910,8891,53346,0.1,13336,200,17782
EMP1792,851079,170215,17021,102129,0.05,25532,200,34043
EMP1793,862490,172498,17249,103498,0.05,25874,200,34499
EMP1794,912443,182488,18248,109493,0.05,27373,200,36497
EMP1795,677935,135587,13558,81352,0.1,20338,200,27117
EMP1796,991302,198260,19826,118956,0.05,29739,200,39652
EMP1797,485431,97086,9708,58251,0.1,14562,200,19417
EMP1798,617609,123521,12352,74113,0.1,18528,200,24704
EMP1799,473622,94724,9472,56834,0.1,14208,200,18944
EMP1800,994524,198904,19890,119342,0.05,29835,200,39780
EMP1801,550228,110045,11004,66027,0.1,16506,200,22009
EMP1802,629919,125983,12598,75590,0.1,18897,200,25196
EMP1803,337089,67417,6741,40450,0.1,10112,200,13483
EMP1804,421146,84229,8422,50537,0.1,12634,200,16845
EMP1805,568907,113781,11378,68268,0.1,17067,200,22756
EMP1806,410396,82079,8207,49247,0.1,12311,200,16415
EMP1807,539435,107887,10788,64732,0.1,16183,200,21577
EMP1808,688182,137636,13763,82581,0.1,20645,200,27527
EMP1809,429009,85801,8580,51481,0.1,12870,200,17160
EMP1810,618457,123691,12369,74214,0.1,18553,200,24738
EMP1811,481537,96307,9630,57784,0.1,14446,200,19261
EMP1812,365053,73010,7301,43806,0.1,10951,200,14602
EMP1813,565039,113007,11300,67804,0.1,16951,200,22601
EMP1814,820969,164193,16419,98516,0.05,24629,200,32838
EMP1815,664450,132890,13289,79734,0.1,19933,200,26578
EMP1816,316028,63205,6320,37923,0.1,9480,200,12641
EMP1817,869959,173991,17399,104395,0.05,26098,200,34798
EMP1818,738643,147728,14772,88637,0.05,22159,200,29545
EMP1819,833524,166704,16670,100022,0.05,25005,200,33340
EMP1820,364347,72869,7286,43721,0.1,10930,200,14573
EMP1821,983047,196609,19660,117965,0.05,29491,200,39321
EMP1822,851060,170212,17021,102127,0.05,25531,200,34042
EMP1823,625151,125030,12503,75018,0.1,18754,200,25006
EMP1824,310248,62049,6204,37229,0.1,9307,200,12409
EMP1825,835323,167064,16706,100238,0.05,25059,200,33412
EMP1826,474419,94883,9488,56930,0.1,14232,200,18976
EMP1827,725626,145125,14512,87075,0.05,21768,200,29025
EMP1828,929602,185920,18592,111552,0.05,27888,200,37184
EMP1829,373467,74693,7469,44816,0.1,11204,200,14938
EMP1830,752537,150507,15050,90304,0.05,22576,200,30101
EMP1831,863764,172752,17275,103651,0.05,25912,200,34550
EMP1832,740802,148160,14816,88896,0.05,22224,200,29632
EMP1833,866007,173201,17320,103920,0.05,25980,200,34640
EMP1834,810492,162098,16209,97259,0.05,24314,200,32419
EMP1835,317512,63502,6350,38101,0.1,9525,200,12700
EMP1836,975180,195036,19503,117021,0.05,29255,200,39007
EMP1837,513037,102607,10260,61564,0.1,15391,200,20521
EMP1838,714304,142860,14286,85716,0.05,21429,200,28572
EMP1839,314411,62882,6288,37729,0.1,9432,200,12576
EMP1840,544011,108802,10880,65281,0.1,16320,200,21760
EMP1841,319093,63818,6381,38291,0.1,9572,200,12763
EMP1842,552624,110524,11052,66314,0.1,16578,200,22104
EMP1843,308739,61747,6174,37048,0.1,9262,200,12349
EMP1844,337861,67572,6757,40543,0.1,10135,200,13514
EMP1845,442177,88435,8843,53061,0.1,13265,200,17687
EMP1846,728065,145613,14561,87367,0.05,21841,200,29122
EMP1847,791853,158370,15837,95022,0.05,23755,200,31674
EMP1848,600979,120195,12019,72117,0.1,18029,200,24039
EMP1849,893750,178750,17875,107250,0.05,26812,200,35750
EMP1850,615847,123169,12316,73901,0.1,18475,200,24633
EMP1851,994977,198995,19899,119397,0.05,29849,200,39799
EMP1852,802764,160552,16055,96331,0.05,24082,200,32110
EMP1853,685947,137189,13718,82313,0.1,20578,200,27437
EMP1854,860181,172036,17203,103221,0.05,25805,200,34407
EMP1855,831037,166207,16620,99724,0.05,24931,200,33241
